,gadget ,card_material,card_shield,card_bit,card_drift,card_mana,card_ingot,dragon_style,dragon_body,dragon_wings,dragon_eyes,dragon_all_horns,dragon_name,music
2086,platinum_token,platinum,sapphire,720,48,6,4,wild,earthy_orange,sunny_yellow,firefly_lilac,golden,Ely,none
2087,platinum_token,platinum,emerald,720,48,9,4,wild,tangle_dark,lemon_green,shimmer_turquoise,bone,Hayes,none
2088,titanium_token,gold,sapphire,864,48,3,4,wild,exotic_turquoise,sunny_yellow,assembly_purple,bone,Walsh,none
2089,platinum_token,platinum,sapphire,576,60,3,5,pirate,exotic_turquoise,magic_purple,wasp_yellow,golden,Joly,none
2090,platinum_token,platinum,amethyst,864,48,3,5,wild,peaceful_green,floyd_pink,shimmer_turquoise,bone,Hochberg,none
2091,platinum_token,gold,amethyst,576,48,3,8,sovereign,tangle_dark,party_orange,shimmer_turquoise,bone,Bertrand,none
2092,titanium_token,platinum,amethyst,720,48,3,5,wild,firing_red,sunny_yellow,firefly_lilac,golden,Strange,none
2093,gold_token,platinum,emerald,720,48,3,4,wild,chocolate_brown,magic_purple,wasp_yellow,bone,Mishra,none
2094,gold_token,platinum,amethyst,576,48,3,4,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Bloxham,none
2095,platinum_token,gold,emerald,720,48,3,8,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Schneider,none
2096,platinum_token,titanium,sapphire,576,60,6,4,wild,exotic_turquoise,floyd_pink,wasp_yellow,golden,Baumgarten,none
2097,platinum_token,platinum,prism,576,72,9,12,wild,mystic_purple,floyd_pink,firefly_lilac,bone,Cionaodha,none
2098,platinum_token,platinum,sapphire,864,48,3,5,wild,peaceful_green,floyd_pink,hornet_brown,bone,Dr.Electron,none
2099,platinum_token,gold,amethyst,576,48,3,4,wild,earthy_orange,floyd_pink,hornet_brown,bone,Dumdave,none
2100,platinum_token,platinum,amethyst,576,48,3,4,wild,firing_red,magic_purple,hornet_brown,bone,Spot,none
2101,platinum_token,titanium,sapphire,576,60,3,4,sovereign,exotic_turquoise,party_orange,hornet_brown,bone,Andes,none
2102,platinum_token,platinum,amethyst,864,48,3,4,wild,chocolate_brown,lemon_green,hornet_brown,golden,Jarri,none
2103,gold_token,titanium,kevlar,576,60,3,4,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Suruyo,none
2104,platinum_token,titanium,emerald,576,48,3,4,sovereign,exotic_turquoise,floyd_pink,wasp_yellow,bone,Diana,none
2105,platinum_token,platinum,emerald,576,48,3,4,wild,tangle_dark,party_orange,assembly_purple,bone,Deina,none
2106,gold_token,gold,kevlar,576,48,3,4,wild,earthy_orange,party_orange,firefly_lilac,golden,Yema,none
2107,platinum_token,platinum,kevlar,720,48,3,4,wild,chocolate_brown,party_orange,firefly_lilac,golden,Wando,none
2108,gold_token,platinum,sapphire,864,48,3,4,wild,peaceful_green,party_orange,firefly_lilac,golden,Tangelo,none
2109,platinum_token,platinum,amethyst,576,48,6,5,wild,mystic_purple,magic_purple,hornet_brown,golden,Miku,none
2110,platinum_token,gold,prism,864,48,3,5,wild,tangle_dark,floyd_pink,wasp_yellow,golden,Pocha,none
2111,platinum_token,platinum,amethyst,720,60,3,4,wild,exotic_turquoise,sunny_yellow,wasp_yellow,bone,Checo,none
2112,platinum_token,gold,amethyst,576,48,3,4,wild,tangle_dark,sunny_yellow,wasp_yellow,bone,Nala,tangle_dragons_-_steven_castano
2113,platinum_token,platinum,sapphire,576,48,3,4,wild,tangle_dark,magic_purple,shimmer_turquoise,bone,Wayra,none
2114,gold_token,gold,emerald,720,48,3,4,wild,chocolate_brown,magic_purple,hornet_brown,bone,Kom,none
2115,platinum_token,gold,emerald,576,60,3,5,wild,tangle_dark,floyd_pink,firefly_lilac,bone,Gozzo,none
2116,gold_token,platinum,kevlar,720,48,3,4,wild,exotic_turquoise,sunny_yellow,wasp_yellow,golden,Bhima,none
2117,platinum_token,platinum,amethyst,576,48,3,5,wild,peaceful_green,sunny_yellow,firefly_lilac,bone,Ælfthryth,none
2118,platinum_token,platinum,emerald,576,48,3,4,wild,earthy_orange,party_orange,wasp_yellow,bone,Vespasianus,none
2119,titanium_token,platinum,sapphire,576,48,3,4,wild,exotic_turquoise,party_orange,hornet_brown,golden,Phoebe,none
2120,gold_token,titanium,emerald,720,48,3,5,wild,firing_red,party_orange,wasp_yellow,bone,Adamu,none
2121,platinum_token,gold,prism,576,48,3,4,wild,mystic_purple,ocean_blue,assembly_purple,bone,Sauliā,none
2122,platinum_token,gold,emerald,864,60,3,5,wild,chocolate_brown,magic_purple,hornet_brown,bone,Dareios,none
2123,gold_token,platinum,emerald,576,48,6,4,wild,firing_red,ocean_blue,hornet_brown,bone,Alphaeus,none
2124,platinum_token,titanium,sapphire,720,48,3,4,wild,firing_red,sunny_yellow,assembly_purple,bone,Cúán,none
2125,platinum_token,titanium,sapphire,576,48,3,4,wild,exotic_turquoise,sunny_yellow,wasp_yellow,bone,Basemmath,none
2126,gold_token,gold,sapphire,576,48,3,5,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Sabbas,none
2127,titanium_token,platinum,amethyst,576,48,6,5,wild,tangle_dark,floyd_pink,hornet_brown,bone,Tertia,none
2128,platinum_token,platinum,kevlar,720,60,3,5,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Jacob,none
2129,titanium_token,gold,emerald,576,72,3,10,wild,earthy_orange,lemon_green,firefly_lilac,bone,Baggi,none
2130,titanium_token,gold,sapphire,720,48,3,4,wild,earthy_orange,magic_purple,wasp_yellow,bone,Aoife,none
2131,titanium_token,gold,prism,720,48,6,4,wild,firing_red,floyd_pink,wasp_yellow,bone,Solon,none
2132,platinum_token,platinum,sapphire,576,48,9,4,wild,firing_red,floyd_pink,hornet_brown,bone,Conor,none
2133,platinum_token,platinum,sapphire,576,48,6,5,sovereign,firing_red,magic_purple,hornet_brown,golden,Albinus,none
2134,titanium_token,titanium,emerald,720,48,3,4,wild,firing_red,ocean_blue,hornet_brown,bone,Sampson,none
2135,platinum_token,titanium,kevlar,576,48,3,4,wild,firing_red,party_orange,firefly_lilac,bone,Stefanu,none
2136,platinum_token,platinum,emerald,864,48,6,4,wild,firing_red,sunny_yellow,assembly_purple,bone,Tashlultum,none
2137,platinum_token,platinum,amethyst,576,48,3,4,wild,tangle_dark,floyd_pink,hornet_brown,bone,Elil,none
2138,platinum_token,titanium,emerald,576,48,3,5,wild,chocolate_brown,grosbeak_green,wasp_yellow,golden,Simon,none
2139,gold_token,platinum,emerald,864,48,3,10,wild,chocolate_brown,floyd_pink,hornet_brown,bone,Urmazd,none
2140,titanium_token,gold,emerald,576,48,3,4,wild,tangle_dark,floyd_pink,firefly_lilac,bone,Giffard,none
2141,platinum_token,platinum,emerald,720,60,3,4,sovereign,firing_red,party_orange,hornet_brown,golden,Ambrosia,none
2142,gold_token,platinum,emerald,576,48,3,8,sovereign,peaceful_green,sunny_yellow,hornet_brown,bone,Avice,none
2143,titanium_token,platinum,sapphire,576,48,6,4,wild,firing_red,sunny_yellow,assembly_purple,bone,Apollonia,none
2144,platinum_token,platinum,sapphire,864,48,3,5,wild,mystic_purple,party_orange,firefly_lilac,bone,Samuel,none
2145,gold_token,platinum,kevlar,864,48,3,8,wild,tangle_dark,sunny_yellow,wasp_yellow,bone,Jake,none
2146,titanium_token,platinum,emerald,576,48,3,4,wild,mystic_purple,party_orange,hornet_brown,bone,Cian,none
2147,gold_token,titanium,sapphire,576,60,3,4,wild,peaceful_green,party_orange,hornet_brown,golden,Wolfgang,none
2148,platinum_token,gold,sapphire,576,48,3,4,wild,peaceful_green,party_orange,hornet_brown,bone,Merla,none
2149,gold_token,gold,sapphire,576,72,3,12,wild,exotic_turquoise,lemon_green,hornet_brown,golden,Basilius,none
2150,gold_token,platinum,kevlar,720,48,3,4,wild,chocolate_brown,floyd_pink,firefly_lilac,golden,Rose,none
2151,platinum_token,platinum,emerald,576,48,6,4,wild,peaceful_green,floyd_pink,hornet_brown,bone,Johnie,none
2152,gold_token,platinum,prism,720,48,3,4,wild,chocolate_brown,party_orange,shimmer_turquoise,bone,Frauke,none
2153,gold_token,platinum,emerald,720,48,3,5,wild,firing_red,floyd_pink,hornet_brown,bone,Hildebert,none
2154,gold_token,gold,sapphire,576,48,3,4,sovereign,exotic_turquoise,floyd_pink,firefly_lilac,golden,Kennith,none
2155,titanium_token,titanium,emerald,576,72,3,4,wild,tangle_dark,magic_purple,shimmer_turquoise,bone,Skylar,none
2156,gold_token,platinum,emerald,720,48,3,4,wild,tangle_dark,magic_purple,wasp_yellow,bone,Rilla,none
2157,gold_token,platinum,amethyst,720,48,3,4,wild,firing_red,lemon_green,hornet_brown,golden,Merten,none
2158,gold_token,platinum,prism,720,60,3,12,wild,chocolate_brown,sunny_yellow,wasp_yellow,bone,Jaynie,none
2159,titanium_token,platinum,amethyst,720,48,3,5,wild,peaceful_green,ocean_blue,wasp_yellow,bone,Rudolf,none
2160,platinum_token,platinum,sapphire,720,48,9,4,wild,mystic_purple,floyd_pink,wasp_yellow,bone,Jaylen,none
2161,gold_token,platinum,emerald,576,48,3,4,wild,firing_red,lemon_green,wasp_yellow,golden,Brantley,none
2162,gold_token,gold,emerald,864,48,3,4,wild,tangle_dark,ocean_blue,wasp_yellow,rainbow,Perlie,none
2163,titanium_token,gold,prism,576,48,3,5,wild,earthy_orange,floyd_pink,hornet_brown,golden,Tamzen,none
2164,gold_token,platinum,kevlar,864,48,3,4,wild,peaceful_green,sunny_yellow,shimmer_turquoise,bone,Briana,none
2165,platinum_token,platinum,emerald,576,48,3,5,wild,exotic_turquoise,magic_purple,assembly_purple,bone,Karina,none
2166,platinum_token,platinum,amethyst,576,48,3,4,wild,firing_red,ocean_blue,hornet_brown,bone,Henry,none
2167,gold_token,platinum,sapphire,576,60,3,4,wild,tangle_dark,sunny_yellow,firefly_lilac,bone,Letha,none
2168,platinum_token,gold,emerald,576,48,3,10,wild,tangle_dark,ocean_blue,hornet_brown,bone,Thom,none
2169,titanium_token,platinum,kevlar,576,60,3,4,wild,firing_red,ocean_blue,assembly_purple,bone,Gershon,none
2170,gold_token,platinum,amethyst,720,48,6,4,wild,peaceful_green,grosbeak_green,hornet_brown,golden,Berard,none
2171,titanium_token,platinum,emerald,576,48,3,4,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Anita,none
2172,gold_token,platinum,amethyst,576,48,6,4,wild,firing_red,lemon_green,firefly_lilac,bone,Katarine,none
2173,gold_token,platinum,emerald,720,60,3,5,wild,firing_red,floyd_pink,hornet_brown,rainbow,Cleve,none
2174,platinum_token,platinum,emerald,864,48,3,5,wild,tangle_dark,sunny_yellow,wasp_yellow,bone,Rama,none
2175,platinum_token,platinum,kevlar,576,48,3,5,wild,earthy_orange,ocean_blue,hornet_brown,golden,Charisma,none
2176,platinum_token,titanium,amethyst,720,48,3,4,wild,mystic_purple,magic_purple,wasp_yellow,bone,Garth,none
2177,platinum_token,titanium,emerald,576,48,3,5,wild,mystic_purple,ocean_blue,hornet_brown,bone,Kornelia,none
2178,gold_token,platinum,prism,864,48,9,8,wild,chocolate_brown,magic_purple,hornet_brown,bone,Klaus-Peter,none
2179,titanium_token,platinum,kevlar,576,72,3,4,wild,mystic_purple,party_orange,wasp_yellow,bone,Frona,none
2180,gold_token,platinum,sapphire,576,60,3,5,wild,tangle_dark,magic_purple,hornet_brown,bone,Juliana,none
2181,platinum_token,platinum,kevlar,576,48,3,4,wild,exotic_turquoise,grosbeak_green,firefly_lilac,bone,Jotham,none
2182,platinum_token,platinum,sapphire,576,48,6,4,wild,exotic_turquoise,floyd_pink,hornet_brown,golden,Keegan,none
2183,titanium_token,gold,amethyst,864,60,3,4,wild,mystic_purple,floyd_pink,shimmer_turquoise,bone,Noreen,none
2184,titanium_token,gold,amethyst,576,48,3,4,wild,earthy_orange,party_orange,wasp_yellow,bone,Jeptha,none
2185,platinum_token,platinum,amethyst,720,48,3,5,wild,exotic_turquoise,magic_purple,firefly_lilac,bone,Briar,none
2186,platinum_token,titanium,kevlar,720,48,3,5,wild,exotic_turquoise,sunny_yellow,firefly_lilac,bone,Brandie,none
2187,titanium_token,platinum,amethyst,576,48,3,5,wild,tangle_dark,party_orange,wasp_yellow,bone,Gisa,none
2188,gold_token,platinum,sapphire,576,60,3,5,sovereign,earthy_orange,ocean_blue,firefly_lilac,rainbow,Eindriði,none
2189,gold_token,titanium,emerald,720,48,3,4,wild,exotic_turquoise,magic_purple,shimmer_turquoise,bone,Stephan,none
2190,platinum_token,platinum,sapphire,864,48,3,10,pirate,mystic_purple,lemon_green,hornet_brown,bone,Fionnghuala,none
2191,platinum_token,platinum,kevlar,720,60,3,5,wild,firing_red,ocean_blue,wasp_yellow,bone,Denice,none
2192,titanium_token,platinum,amethyst,576,72,3,4,wild,exotic_turquoise,sunny_yellow,hornet_brown,bone,Abdiel,none
2193,gold_token,platinum,emerald,864,48,3,4,wild,earthy_orange,magic_purple,wasp_yellow,bone,Clay,none
2194,platinum_token,platinum,emerald,720,48,3,4,wild,firing_red,magic_purple,firefly_lilac,golden,Boone,none
2195,platinum_token,gold,prism,576,48,3,4,wild,peaceful_green,magic_purple,firefly_lilac,bone,Jannette,none
2196,titanium_token,gold,kevlar,576,48,3,4,wild,firing_red,ocean_blue,hornet_brown,rainbow,Helladius,none
2197,platinum_token,gold,amethyst,576,48,3,5,wild,tangle_dark,floyd_pink,firefly_lilac,golden,Stefanie,none
2198,platinum_token,platinum,prism,720,60,3,4,wild,tangle_dark,magic_purple,shimmer_turquoise,bone,Mitchell,none
2199,platinum_token,gold,kevlar,720,48,3,5,wild,firing_red,lemon_green,shimmer_turquoise,bone,Bathsheba,none
2200,platinum_token,platinum,emerald,576,48,9,4,wild,firing_red,sunny_yellow,hornet_brown,bone,Marius,none
2201,gold_token,titanium,emerald,576,60,3,5,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Idonea,none
2202,titanium_token,gold,kevlar,576,48,9,5,wild,tangle_dark,grosbeak_green,hornet_brown,bone,Eutropia,none
2203,platinum_token,platinum,emerald,576,60,6,5,wild,peaceful_green,lemon_green,firefly_lilac,bone,Sláine,none
2204,platinum_token,platinum,sapphire,720,48,3,5,pirate,firing_red,party_orange,firefly_lilac,golden,Lothar,none
2205,platinum_token,titanium,emerald,720,48,9,5,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Ingo,none
2206,gold_token,platinum,emerald,576,48,6,4,wild,mystic_purple,magic_purple,wasp_yellow,golden,Bárðr,none
2207,platinum_token,platinum,emerald,576,60,3,5,wild,earthy_orange,floyd_pink,firefly_lilac,bone,Vahagn,none
2208,titanium_token,platinum,emerald,576,48,9,5,wild,earthy_orange,floyd_pink,hornet_brown,bone,Kálfr,none
2209,gold_token,platinum,emerald,720,48,3,4,wild,exotic_turquoise,lemon_green,hornet_brown,bone,Debora,none
2210,gold_token,platinum,sapphire,576,48,3,4,wild,tangle_dark,party_orange,wasp_yellow,bone,Saraswati,none
2211,gold_token,titanium,sapphire,576,60,3,4,wild,firing_red,floyd_pink,shimmer_turquoise,bone,Leanna,none
2212,gold_token,platinum,emerald,576,48,3,5,wild,mystic_purple,party_orange,shimmer_turquoise,golden,Valeriana,none
2213,gold_token,gold,emerald,720,48,3,5,wild,peaceful_green,party_orange,hornet_brown,bone,Renae,none
2214,gold_token,platinum,emerald,864,48,3,4,wild,tangle_dark,ocean_blue,hornet_brown,bone,Korrine,none
2215,gold_token,gold,sapphire,720,48,3,4,wild,exotic_turquoise,ocean_blue,hornet_brown,bone,Adair,none
2216,gold_token,platinum,emerald,576,48,3,4,wild,peaceful_green,floyd_pink,firefly_lilac,bone,Steffie,none
2217,platinum_token,platinum,kevlar,576,48,3,4,wild,peaceful_green,sunny_yellow,wasp_yellow,golden,Persephone,none
2218,platinum_token,platinum,emerald,720,48,6,4,wild,exotic_turquoise,magic_purple,firefly_lilac,bone,Beata,none
2219,titanium_token,platinum,amethyst,720,48,3,8,wild,chocolate_brown,party_orange,firefly_lilac,golden,Oenone,none
2220,gold_token,platinum,sapphire,864,48,3,10,wild,exotic_turquoise,lemon_green,hornet_brown,bone,Bryanna,none
2221,platinum_token,gold,amethyst,576,48,3,4,wild,firing_red,floyd_pink,hornet_brown,bone,Hapi,none
2222,platinum_token,platinum,emerald,576,48,3,4,wild,chocolate_brown,floyd_pink,wasp_yellow,golden,Jaydon,none
2223,gold_token,platinum,sapphire,864,48,3,4,wild,earthy_orange,ocean_blue,hornet_brown,bone,Naram-Sin,none
2224,gold_token,gold,amethyst,864,48,3,5,wild,chocolate_brown,sunny_yellow,wasp_yellow,bone,Tessa,none
2225,platinum_token,gold,emerald,576,48,3,5,wild,exotic_turquoise,party_orange,hornet_brown,bone,Spencer,none
2226,platinum_token,gold,amethyst,864,48,3,4,wild,firing_red,sunny_yellow,wasp_yellow,golden,Darleen,none
2227,gold_token,gold,sapphire,576,72,9,8,sovereign,peaceful_green,party_orange,hornet_brown,golden,Netta,none
2228,gold_token,titanium,amethyst,576,60,3,4,sovereign,peaceful_green,floyd_pink,firefly_lilac,bone,Palmer,none
2229,platinum_token,platinum,emerald,720,48,3,4,wild,peaceful_green,sunny_yellow,wasp_yellow,golden,Brooklyn,none
2230,gold_token,gold,amethyst,720,48,3,4,wild,peaceful_green,party_orange,firefly_lilac,golden,September,none
2231,platinum_token,gold,sapphire,720,60,6,4,wild,chocolate_brown,magic_purple,wasp_yellow,golden,Jimmie,tangle_dragons_-_steven_castano
2232,gold_token,titanium,emerald,576,48,3,5,wild,chocolate_brown,grosbeak_green,hornet_brown,bone,Freddie,none
2233,titanium_token,platinum,amethyst,864,48,3,4,wild,exotic_turquoise,ocean_blue,hornet_brown,bone,Sinclair,none
2234,gold_token,titanium,amethyst,576,48,3,4,sovereign,firing_red,ocean_blue,hornet_brown,golden,Bertie,none
2235,gold_token,platinum,sapphire,720,48,3,5,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Frankie,none
2236,gold_token,platinum,amethyst,576,48,6,5,wild,tangle_dark,magic_purple,firefly_lilac,golden,Ailbe,none
2237,gold_token,gold,emerald,720,60,3,4,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Temple,none
2238,gold_token,gold,kevlar,720,48,3,4,wild,chocolate_brown,ocean_blue,assembly_purple,golden,Reign,none
2239,gold_token,platinum,sapphire,576,60,3,4,wild,chocolate_brown,party_orange,assembly_purple,golden,Khurshid,none
2240,platinum_token,titanium,emerald,864,72,3,8,wild,peaceful_green,lemon_green,hornet_brown,bone,Jayden,none
2241,platinum_token,platinum,prism,864,48,3,4,wild,peaceful_green,party_orange,wasp_yellow,bone,'Aviyah,none
2242,gold_token,titanium,prism,720,48,3,10,wild,chocolate_brown,ocean_blue,firefly_lilac,bone,Mackenzie,none
2243,gold_token,gold,amethyst,576,48,3,4,sovereign,chocolate_brown,party_orange,hornet_brown,bone,Royal,none
2244,platinum_token,platinum,emerald,864,48,3,5,wild,mystic_purple,party_orange,wasp_yellow,bone,Leighton,none
2245,platinum_token,titanium,sapphire,720,48,3,5,wild,earthy_orange,floyd_pink,wasp_yellow,bone,Berny,none
2246,gold_token,gold,emerald,720,48,3,5,wild,chocolate_brown,floyd_pink,hornet_brown,golden,Anah,none
2247,titanium_token,titanium,emerald,576,48,3,5,wild,firing_red,sunny_yellow,wasp_yellow,bone,Rene,none
2248,platinum_token,platinum,amethyst,720,48,6,4,wild,mystic_purple,party_orange,assembly_purple,bone,Garnet,none
2249,platinum_token,platinum,emerald,576,48,3,4,wild,chocolate_brown,ocean_blue,firefly_lilac,bone,Tarra,none
2250,platinum_token,titanium,amethyst,864,48,3,4,wild,peaceful_green,sunny_yellow,firefly_lilac,bone,Taddusit,none
2251,platinum_token,gold,amethyst,864,48,3,5,wild,chocolate_brown,magic_purple,wasp_yellow,bone,Gechsapurq,none
2252,platinum_token,gold,prism,576,60,3,4,wild,mystic_purple,lemon_green,firefly_lilac,golden,Steel-Crash,none
2253,platinum_token,gold,prism,576,60,3,8,wild,firing_red,grosbeak_green,hornet_brown,golden,Remmoll,none
2254,platinum_token,platinum,sapphire,576,48,3,5,wild,firing_red,magic_purple,shimmer_turquoise,golden,Starbeat,none
2255,platinum_token,gold,kevlar,720,48,3,4,wild,peaceful_green,sunny_yellow,firefly_lilac,bone,Slackught,none
2256,titanium_token,platinum,sapphire,864,48,3,5,wild,mystic_purple,grosbeak_green,hornet_brown,bone,Urq,none
2257,gold_token,platinum,prism,720,48,6,4,wild,exotic_turquoise,magic_purple,hornet_brown,bone,Zeetairq,none
2258,platinum_token,titanium,prism,576,48,3,5,sovereign,earthy_orange,lemon_green,assembly_purple,golden,Frenzy,none
2259,gold_token,platinum,kevlar,720,48,3,5,wild,tangle_dark,magic_purple,wasp_yellow,bone,Thashom,none
2260,platinum_token,gold,emerald,576,48,3,5,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Rhebekah,none
2261,platinum_token,platinum,kevlar,720,60,9,4,wild,exotic_turquoise,magic_purple,wasp_yellow,bone,Dethess,none
2262,gold_token,platinum,kevlar,576,60,3,4,wild,mystic_purple,sunny_yellow,hornet_brown,bone,Hitti'ah,none
2263,platinum_token,platinum,amethyst,576,48,3,4,wild,earthy_orange,party_orange,firefly_lilac,bone,Gah,none
2264,gold_token,titanium,amethyst,576,48,9,5,wild,chocolate_brown,lemon_green,hornet_brown,golden,Bling,none
2265,platinum_token,gold,amethyst,720,60,3,5,wild,exotic_turquoise,sunny_yellow,firefly_lilac,bone,Gaza,none
2266,titanium_token,platinum,emerald,864,48,3,5,pirate,mystic_purple,party_orange,wasp_yellow,bone,Joshuua,none
2267,gold_token,gold,prism,576,48,3,5,wild,exotic_turquoise,sunny_yellow,firefly_lilac,bone,Honeyfluff,none
2268,gold_token,platinum,emerald,576,48,6,4,wild,exotic_turquoise,ocean_blue,wasp_yellow,bone,Shotgunhauler,none
2269,platinum_token,platinum,sapphire,576,48,3,5,sovereign,chocolate_brown,floyd_pink,hornet_brown,bone,Hamub,none
2270,platinum_token,platinum,emerald,576,48,3,4,wild,mystic_purple,party_orange,hornet_brown,bone,Travys,none
2271,gold_token,platinum,emerald,720,48,3,8,wild,peaceful_green,sunny_yellow,hornet_brown,bone,Chensha,none
2272,platinum_token,titanium,emerald,576,48,3,5,wild,chocolate_brown,party_orange,wasp_yellow,bone,Addam,none
2273,titanium_token,titanium,sapphire,720,48,3,4,wild,tangle_dark,ocean_blue,hornet_brown,bone,Biggie,none
2274,gold_token,gold,amethyst,864,48,3,4,sovereign,exotic_turquoise,party_orange,wasp_yellow,bone,Cloudtrance,none
2275,gold_token,platinum,sapphire,576,48,3,5,wild,mystic_purple,party_orange,hornet_brown,golden,Haypusher,none
2276,platinum_token,platinum,amethyst,720,48,3,4,wild,tangle_dark,party_orange,wasp_yellow,bone,Goxam,none
2277,platinum_token,platinum,emerald,576,48,3,4,sovereign,exotic_turquoise,sunny_yellow,hornet_brown,bone,Spacenik,none
2278,platinum_token,platinum,kevlar,720,48,3,5,wild,firing_red,grosbeak_green,assembly_purple,bone,Moonshinegreaser,none
2279,platinum_token,gold,kevlar,720,48,3,5,wild,tangle_dark,lemon_green,hornet_brown,golden,Wheatchaser,none
2280,gold_token,gold,kevlar,576,48,3,10,wild,exotic_turquoise,floyd_pink,hornet_brown,bone,Quickwind,none
2281,platinum_token,platinum,emerald,576,48,3,4,wild,firing_red,ocean_blue,wasp_yellow,golden,Kid,none
2282,platinum_token,gold,amethyst,576,48,6,4,pirate,chocolate_brown,grosbeak_green,shimmer_turquoise,bone,Yedidyah,none
2283,platinum_token,gold,amethyst,576,48,3,4,wild,tangle_dark,magic_purple,wasp_yellow,bone,Zaccheus,none
2284,platinum_token,platinum,emerald,576,48,6,4,wild,mystic_purple,party_orange,wasp_yellow,bone,Naphtali,none
2285,platinum_token,platinum,prism,576,60,3,5,wild,peaceful_green,floyd_pink,firefly_lilac,bone,Kephas,none
2286,platinum_token,titanium,sapphire,864,48,6,8,wild,peaceful_green,floyd_pink,hornet_brown,bone,Avar,none
2287,gold_token,titanium,amethyst,576,48,3,4,wild,peaceful_green,grosbeak_green,hornet_brown,bone,Depa,none
2288,gold_token,titanium,sapphire,576,48,3,4,wild,peaceful_green,magic_purple,hornet_brown,golden,Ezra,none
2289,gold_token,gold,sapphire,720,72,3,4,sovereign,peaceful_green,lemon_green,hornet_brown,bone,Eno,none
2290,platinum_token,platinum,amethyst,576,48,3,4,wild,firing_red,grosbeak_green,assembly_purple,bone,Cin,none
2291,platinum_token,platinum,kevlar,720,48,3,4,sovereign,mystic_purple,ocean_blue,wasp_yellow,bone,Sifo-Dyas,none
2292,titanium_token,gold,emerald,720,48,9,4,wild,mystic_purple,sunny_yellow,hornet_brown,golden,Kanan,none
2293,platinum_token,titanium,amethyst,720,48,3,4,wild,firing_red,sunny_yellow,hornet_brown,golden,Qui-Gon,none
2294,platinum_token,gold,kevlar,576,48,3,4,wild,peaceful_green,party_orange,hornet_brown,bone,Cere,none
2295,titanium_token,platinum,emerald,720,72,3,4,wild,mystic_purple,ocean_blue,shimmer_turquoise,bone,Obi-Wan,none
2296,gold_token,platinum,kevlar,720,48,3,4,sovereign,peaceful_green,sunny_yellow,wasp_yellow,bone,Ben,none
2297,gold_token,platinum,emerald,576,48,3,4,wild,earthy_orange,magic_purple,firefly_lilac,bone,Cal,none
2298,platinum_token,gold,emerald,576,48,6,5,wild,exotic_turquoise,ocean_blue,hornet_brown,golden,Jocasta,none
2299,titanium_token,platinum,emerald,720,48,3,4,wild,tangle_dark,sunny_yellow,hornet_brown,bone,Windu,none
2300,gold_token,titanium,kevlar,576,48,6,5,sovereign,peaceful_green,sunny_yellow,wasp_yellow,bone,Darth,none
2301,platinum_token,platinum,emerald,576,48,3,4,sovereign,mystic_purple,grosbeak_green,shimmer_turquoise,rainbow,Count,none
2302,gold_token,gold,sapphire,720,48,6,8,wild,firing_red,party_orange,wasp_yellow,bone,Taron,none
2303,platinum_token,gold,sapphire,720,48,3,5,wild,firing_red,floyd_pink,wasp_yellow,bone,Sheev,none
2304,platinum_token,platinum,emerald,576,48,3,4,wild,firing_red,ocean_blue,wasp_yellow,bone,Ren,none
2305,gold_token,platinum,amethyst,864,60,3,5,wild,firing_red,floyd_pink,hornet_brown,bone,Sister,none
2306,platinum_token,gold,kevlar,720,48,6,4,wild,mystic_purple,sunny_yellow,wasp_yellow,bone,Suduri,none
2307,platinum_token,platinum,prism,864,48,3,8,wild,peaceful_green,floyd_pink,wasp_yellow,bone,Beru,none
2308,gold_token,platinum,sapphire,720,48,3,4,wild,exotic_turquoise,ocean_blue,firefly_lilac,golden,Cliegg,none
2309,gold_token,gold,sapphire,864,48,3,4,wild,firing_red,sunny_yellow,hornet_brown,bone,Aika,none
2310,platinum_token,titanium,amethyst,576,48,3,8,wild,tangle_dark,magic_purple,wasp_yellow,bone,Queen,none
2311,gold_token,titanium,sapphire,576,48,3,5,sovereign,peaceful_green,magic_purple,hornet_brown,golden,Shmi,none
2312,platinum_token,platinum,amethyst,864,48,3,5,wild,earthy_orange,sunny_yellow,hornet_brown,bone,Anakin,none
2313,platinum_token,gold,prism,576,48,3,5,wild,peaceful_green,sunny_yellow,wasp_yellow,bone,Leia,none
2314,platinum_token,gold,emerald,576,48,3,4,wild,tangle_dark,magic_purple,assembly_purple,bone,Han,none
2315,platinum_token,platinum,sapphire,576,48,3,10,wild,firing_red,lemon_green,hornet_brown,rainbow,Ringo,none
2316,gold_token,platinum,emerald,576,48,3,4,wild,peaceful_green,sunny_yellow,shimmer_turquoise,rainbow,Ape,none
2317,platinum_token,gold,amethyst,864,48,3,5,wild,chocolate_brown,lemon_green,hornet_brown,bone,Snowden,none
