,card_materials,card_patterns,card_bitpoints,card_drift,card_mana,card_ingot,dragon_allhorns,dragon_wings,dragon_eye_colors,dragon_gatget,dragon_skin_texture
1880,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1881,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1882,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1883,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1884,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1885,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1886,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1887,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1888,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1889,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1890,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1891,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1892,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1893,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1894,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1895,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1896,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1897,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1898,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1899,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1900,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1901,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1902,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1903,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1904,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1905,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1906,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1907,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1908,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1909,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1910,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1911,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1912,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1913,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1914,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1915,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1916,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1917,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1918,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1919,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1920,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1921,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1922,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1923,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1924,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1925,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1926,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1927,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1928,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1929,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1930,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1931,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1932,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1933,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1934,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1935,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1936,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1937,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1938,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1939,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1940,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1941,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1942,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1943,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1944,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1945,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1946,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1947,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1948,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1949,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1950,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1951,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1952,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1953,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1954,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1955,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1956,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1957,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1958,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1959,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1960,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1961,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1962,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1963,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1964,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1965,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1966,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1967,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1968,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1969,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1970,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1971,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1972,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1973,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1974,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1975,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1976,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1977,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1978,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1979,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1980,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1981,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1982,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1983,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1984,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1985,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1986,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1987,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1988,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1989,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1990,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
1991,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
1992,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
1993,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
1994,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
1995,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
1996,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
1997,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
1998,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
1999,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2000,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2001,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2002,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2003,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2004,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2005,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2006,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2007,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2008,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2009,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2010,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2011,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2012,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2013,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2014,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2015,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2016,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2017,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2018,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2019,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2020,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2021,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2022,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2023,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2024,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2025,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2026,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2027,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2028,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2029,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2030,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2031,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2032,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2033,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2034,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2035,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2036,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2037,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2038,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2039,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2040,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2041,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2042,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2043,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2044,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2045,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2046,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2047,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2048,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2049,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2050,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2051,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2052,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2053,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2054,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2055,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2056,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2057,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2058,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2059,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2060,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2061,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2062,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2063,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2064,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2065,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2066,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2067,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2068,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2069,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2070,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2071,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2072,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2073,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2074,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2075,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2076,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2077,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2078,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2079,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2080,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2081,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2082,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2083,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2084,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2085,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2086,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2087,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2088,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2089,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2090,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2091,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2092,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2093,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2094,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2095,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2096,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2097,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2098,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2099,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2100,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2101,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2102,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2103,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2104,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2105,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2106,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2107,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2108,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2109,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2110,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2111,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2112,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2113,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2114,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2115,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2116,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2117,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2118,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2119,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2120,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2121,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2122,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2123,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2124,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2125,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2126,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2127,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2128,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2129,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2130,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2131,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2132,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2133,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2134,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2135,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2136,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2137,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2138,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2139,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2140,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2141,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2142,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2143,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2144,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2145,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2146,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2147,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2148,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2149,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2150,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2151,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2152,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2153,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2154,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2155,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2156,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2157,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2158,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2159,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2160,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2161,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2162,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2163,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2164,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2165,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
2166,Platinum,Hexagon Grid,576,72,2,4,Bone,Yellow,Brown,ZENT Token Titanium,Dark
2167,Platinum,Hairy,720,72,4,2,Rainbow,Red,Brown,ZENT Token Gold,Red
2168,Gold,Candy,720,60,6,4,Bone,Yellow,Green & Blue,Crown,Purple
2169,Platinum,Hexagon Grid,864,48,4,3,Bone,Pink,Black,Crown,Red
2170,Gold,Pixel Gradient,720,60,6,4,Rainbow,Yellow,Brown,ZENT Token Platinum,Purple
2171,Gold,Candy,576,72,2,3,Gold,Green,Black,ZENT Token Titanium,Green
2172,Gold,Kevlar,720,60,4,3,Bone,Red,Brown,ZENT Token Gold,Red
2173,Titanium,Pixel Gradient,864,48,6,4,Rainbow,Pink,Green & Blue,Crown,Blue
2174,Gold,Kevlar,720,60,4,3,Gold,Orange,Black,ZENT Token Platinum,Red
